date,area_type,area_name,daily_cases,cum_cases,new_deaths_28days,cum_deaths_28days,new_deaths_60days,cum_deaths_60days,new_first_episode,cum_first_episode,new_reinfections,cum_reinfections,new_virus_test,cum_virus_test,new_pcr_test,cum_pcr_test,new_lfd_test,cum_lfd_test,test_roll_pos_pct,test_roll_people,new_first_dose,cum_first_dose,new_second_dose,cum_second_dose,new_third_dose,cum_third_dose,new_admissions,cum_admissions,hospital_cases,ventilator_beds,trans_rate_min,trans_rate_max,trans_growth_min,trans_growth_max
2023-01-25,nation,England,1168.0,20517193.0,,,,,662.0,19077282.0,506.0,1439911.0,20421,539632070,6722,219996106,13699.0,319635964.0,,,324.0,43947858.0,471.0,41941470.0,618.0,33361835.0,,,5632.0,126.0,,,,
2023-01-24,nation,England,1953.0,20516025.0,,,,,1153.0,19076620.0,800.0,1439405.0,25118,539611649,10395,219989384,14723.0,319622265.0,,,309.0,43947534.0,458.0,41940999.0,589.0,33361217.0,,,5639.0,136.0,,,,
2023-01-23,nation,England,2126.0,20514072.0,22.0,180091.0,31.0,224938.0,1294.0,19075467.0,832.0,1438605.0,33248,539586531,15535,219978989,17713.0,319607542.0,,,264.0,43947225.0,419.0,41940541.0,529.0,33360628.0,617.0,954124.0,5817.0,142.0,,,,
2023-01-22,nation,England,1622.0,20511946.0,56.0,180069.0,74.0,224907.0,937.0,19074173.0,685.0,1437773.0,25804,539553283,14177,219963454,11627.0,319589829.0,,,136.0,43946961.0,302.0,41940122.0,222.0,33360099.0,590.0,953507.0,5697.0,146.0,,,,
2023-01-21,nation,England,1304.0,20510324.0,66.0,180013.0,91.0,224833.0,841.0,19073236.0,463.0,1437088.0,26151,539527479,16746,219949277,9405.0,319578202.0,,,738.0,43946825.0,1459.0,41939820.0,1276.0,33359877.0,493.0,952917.0,5706.0,138.0,,,,
2023-01-20,nation,England,1630.0,20509020.0,78.0,179947.0,111.0,224742.0,1044.0,19072395.0,586.0,1436625.0,33696,539501328,20736,219932531,12960.0,319568797.0,,,453.0,43946087.0,711.0,41938361.0,821.0,33358601.0,447.0,952424.0,5888.0,133.0,,,,
2023-01-19,nation,England,1745.0,20507390.0,101.0,179869.0,142.0,224631.0,1082.0,19071351.0,663.0,1436039.0,38996,539467632,24509,219911795,14487.0,319555837.0,,,355.0,43945634.0,571.0,41937650.0,686.0,33357780.0,618.0,951977.0,5996.0,142.0,,,,
2023-01-18,nation,England,1853.0,20505645.0,97.0,179768.0,132.0,224489.0,1173.0,19070269.0,680.0,1435376.0,40716,539428636,25702,219887286,15014.0,319541350.0,,,308.0,43945279.0,449.0,41937079.0,625.0,33357094.0,595.0,951359.0,6299.0,146.0,,,,
2023-01-17,nation,England,1964.0,20503792.0,118.0,179671.0,160.0,224357.0,1227.0,19069096.0,737.0,1434696.0,43080,539387920,26791,219861584,16289.0,319526336.0,,,352.0,43944971.0,553.0,41936630.0,694.0,33356469.0,565.0,950764.0,6593.0,148.0,,,,
2023-01-16,nation,England,2287.0,20501828.0,132.0,179553.0,175.0,224197.0,1387.0,19067869.0,900.0,1433959.0,43034,539344840,22435,219834793,20599.0,319510047.0,6.7,125488.0,331.0,43944619.0,541.0,41936077.0,616.0,33355775.0,599.0,950199.0,6721.0,153.0,,,,
2023-01-15,nation,England,1659.0,20499541.0,123.0,179421.0,172.0,224022.0,1009.0,19066482.0,650.0,1433059.0,34100,539301806,20426,219812358,13674.0,319489448.0,7.0,130947.0,178.0,43944288.0,324.0,41935536.0,302.0,33355159.0,567.0,949600.0,6780.0,137.0,,,,
2023-01-14,nation,England,1297.0,20497882.0,122.0,179298.0,167.0,223850.0,882.0,19065473.0,415.0,1432409.0,47333,539267706,35825,219791932,11508.0,319475774.0,7.1,132679.0,689.0,43944110.0,1451.0,41935212.0,1231.0,33354857.0,417.0,949033.0,6863.0,147.0,,,,
2023-01-13,nation,England,1874.0,20496585.0,118.0,179176.0,161.0,223683.0,1196.0,19064591.0,678.0,1431994.0,54312,539220373,37993,219756107,16319.0,319464266.0,7.3,134638.0,459.0,43943421.0,794.0,41933761.0,978.0,33353626.0,510.0,948616.0,7164.0,166.0,,,,
2023-01-12,nation,England,2176.0,20494711.0,160.0,179058.0,202.0,223522.0,1416.0,19063395.0,760.0,1431316.0,47244,539166061,29134,219718114,18110.0,319447947.0,7.8,136027.0,433.0,43942962.0,667.0,41932967.0,885.0,33352648.0,664.0,948106.0,7421.0,169.0,,,,
2023-01-11,nation,England,2344.0,20492535.0,134.0,178898.0,172.0,223320.0,1538.0,19061979.0,806.0,1430556.0,51663,539118817,32203,219688980,19460.0,319429837.0,8.3,138947.0,413.0,43942529.0,633.0,41932300.0,898.0,33351763.0,692.0,947442.0,7743.0,182.0,,,,
2023-01-10,nation,England,2774.0,20490191.0,135.0,178764.0,174.0,223148.0,1774.0,19060441.0,1000.0,1429750.0,54117,539067154,33430,219656777,20687.0,319410377.0,8.8,145839.0,398.0,43942116.0,580.0,41931667.0,807.0,33350865.0,661.0,946750.0,8034.0,191.0,,,,
2023-01-09,nation,England,3155.0,20487417.0,144.0,178629.0,184.0,222974.0,1991.0,19058667.0,1164.0,1428750.0,50594,539013037,25083,219623347,25511.0,319389690.0,9.1,154302.0,385.0,43941718.0,456.0,41931087.0,795.0,33350058.0,737.0,946089.0,8368.0,195.0,,,,
2023-01-08,nation,England,2469.0,20484262.0,158.0,178485.0,200.0,222790.0,1573.0,19056676.0,896.0,1427586.0,39637,538962443,21542,219598264,18095.0,319364179.0,9.5,150037.0,148.0,43941333.0,298.0,41930631.0,246.0,33349263.0,776.0,945352.0,8396.0,189.0,,,,
2023-01-07,nation,England,2395.0,20481793.0,141.0,178327.0,181.0,222590.0,1617.0,19055103.0,778.0,1426690.0,43070,538922806,26939,219576722,16131.0,319346084.0,9.6,150404.0,820.0,43941185.0,1201.0,41930333.0,1526.0,33349017.0,628.0,944576.0,8547.0,202.0,,,,
2023-01-06,nation,England,3384.0,20479398.0,142.0,178186.0,184.0,222409.0,2276.0,19053486.0,1108.0,1425912.0,52769,538879736,30607,219549783,22162.0,319329953.0,9.8,150118.0,559.0,43940365.0,617.0,41929132.0,1045.0,33347491.0,705.0,943948.0,8671.0,209.0,,,,
2023-01-05,nation,England,4146.0,20476014.0,166.0,178044.0,208.0,222225.0,2637.0,19051210.0,1509.0,1424804.0,64010,538826967,38989,219519176,25021.0,319307791.0,10.3,150213.0,400.0,43939806.0,521.0,41928515.0,1004.0,33346446.0,899.0,943243.0,9072.0,202.0,,,,
2023-01-04,nation,England,4996.0,20471868.0,163.0,177878.0,203.0,222017.0,3156.0,19048573.0,1840.0,1423295.0,62402,538762957,35386,219480187,27016.0,319282770.0,10.8,154319.0,553.0,43939406.0,596.0,41927994.0,1045.0,33345442.0,922.0,942344.0,9332.0,212.0,,,,
2023-01-03,nation,England,5738.0,20466872.0,159.0,177715.0,199.0,221814.0,3565.0,19045417.0,2173.0,1421455.0,64319,538700555,33255,219444801,31064.0,319255754.0,11.4,157450.0,464.0,43938853.0,570.0,41927398.0,922.0,33344397.0,992.0,941422.0,9291.0,218.0,,,,
2023-01-02,nation,England,4617.0,20461134.0,154.0,177556.0,196.0,221615.0,2932.0,19041852.0,1685.0,1419282.0,49376,538636236,23167,219411546,26209.0,319224690.0,11.7,149572.0,14.0,43938389.0,18.0,41926828.0,48.0,33343475.0,916.0,940430.0,9431.0,227.0,,,,
2023-01-01,nation,England,3331.0,20456517.0,175.0,177402.0,215.0,221419.0,2271.0,19038920.0,1060.0,1417597.0,40055,538586860,21101,219388379,18954.0,319198481.0,11.6,147549.0,8.0,43938375.0,10.0,41926810.0,16.0,33343427.0,784.0,939514.0,9417.0,220.0,,,,
2022-12-31,nation,England,3886.0,20453186.0,180.0,177227.0,220.0,221204.0,2646.0,19036649.0,1240.0,1416537.0,49599,538546805,28526,219367278,21073.0,319179527.0,11.7,145616.0,282.0,43938367.0,374.0,41926800.0,402.0,33343411.0,723.0,938730.0,9360.0,208.0,,,,
2022-12-30,nation,England,5518.0,20449300.0,182.0,177047.0,221.0,220984.0,3759.0,19034003.0,1759.0,1415297.0,69088,538497206,43650,219338752,25438.0,319158454.0,11.7,143653.0,426.0,43938085.0,537.0,41926426.0,868.0,33343009.0,940.0,938007.0,9530.0,223.0,,,,
2022-12-29,nation,England,6942.0,20443782.0,140.0,176865.0,171.0,220763.0,4714.0,19030244.0,2228.0,1413538.0,64826,538428118,37038,219295102,27788.0,319133016.0,11.7,140763.0,512.0,43937659.0,602.0,41925889.0,992.0,33342141.0,1225.0,937067.0,9535.0,213.0,,,,
2022-12-28,nation,England,7600.0,20436840.0,166.0,176725.0,204.0,220592.0,5072.0,19025530.0,2528.0,1411310.0,62928,538363292,34016,219258064,28912.0,319105228.0,11.6,135229.0,510.0,43937147.0,673.0,41925287.0,871.0,33341149.0,1245.0,935842.0,9459.0,209.0,,,,
2022-12-27,nation,England,5974.0,20429240.0,164.0,176559.0,210.0,220388.0,3918.0,19020458.0,2056.0,1408782.0,48057,538300364,24241,219224048,23816.0,319076316.0,11.4,130944.0,48.0,43936637.0,37.0,41924614.0,63.0,33340278.0,1134.0,934597.0,9250.0,187.0,,,,
2022-12-26,nation,England,4486.0,20423266.0,139.0,176395.0,162.0,220178.0,3045.0,19016540.0,1441.0,1406726.0,42548,538252307,22469,219199807,20079.0,319052500.0,11.4,140335.0,9.0,43936589.0,22.0,41924577.0,21.0,33340215.0,988.0,933463.0,9178.0,178.0,,,,
2022-12-25,nation,England,3381.0,20418780.0,159.0,176256.0,190.0,220016.0,2412.0,19013495.0,969.0,1405285.0,37362,538209759,20540,219177338,16822.0,319032421.0,11.6,156473.0,4.0,43936580.0,3.0,41924555.0,8.0,33340194.0,844.0,932475.0,8979.0,162.0,,,,
2022-12-24,nation,England,3776.0,20415399.0,156.0,176097.0,195.0,219826.0,2734.0,19011083.0,1042.0,1404316.0,47996,538172397,27753,219156798,20243.0,319015599.0,11.7,159567.0,138.0,43936576.0,184.0,41924552.0,229.0,33340186.0,780.0,931631.0,9044.0,177.0,,,,
2022-12-23,nation,England,5220.0,20411623.0,147.0,175941.0,195.0,219631.0,3645.0,19008349.0,1575.0,1403274.0,60092,538124401,34066,219129045,26026.0,318995356.0,11.8,160036.0,441.0,43936438.0,541.0,41924368.0,760.0,33339957.0,899.0,930851.0,9047.0,178.0,1.0,1.2,0.0,4.0
2022-12-22,nation,England,6231.0,20406403.0,118.0,175794.0,158.0,219436.0,4231.0,19004704.0,2000.0,1401699.0,68912,538064309,39607,219094979,29305.0,318969330.0,12.0,160851.0,474.0,43935997.0,521.0,41923827.0,1057.0,33339197.0,1236.0,929952.0,8919.0,180.0,,,,
2022-12-21,nation,England,7011.0,20400172.0,139.0,175676.0,176.0,219278.0,4705.0,19000473.0,2306.0,1399699.0,71927,537995397,41511,219055372,30416.0,318940025.0,11.8,158294.0,450.0,43935523.0,566.0,41923306.0,1178.0,33338140.0,1293.0,928716.0,8643.0,174.0,,,,
2022-12-20,nation,England,7777.0,20393161.0,150.0,175537.0,188.0,219102.0,5257.0,18995768.0,2520.0,1397393.0,74216,537923470,42800,219013861,31416.0,318909609.0,11.5,153088.0,434.0,43935073.0,540.0,41922740.0,1247.0,33336962.0,1376.0,927423.0,8340.0,171.0,,,,
2022-12-19,nation,England,8198.0,20385384.0,120.0,175387.0,172.0,218914.0,5438.0,18990511.0,2760.0,1394873.0,68467,537849254,33800,218971061,34667.0,318878193.0,11.1,149132.0,444.0,43934639.0,544.0,41922200.0,1361.0,33335715.0,1296.0,926047.0,8006.0,175.0,,,,
2022-12-18,nation,England,5195.0,20377186.0,115.0,175267.0,173.0,218742.0,3469.0,18985073.0,1726.0,1392113.0,46414,537780787,23505,218937261,22909.0,318843526.0,10.4,146634.0,159.0,43934195.0,293.0,41921656.0,415.0,33334354.0,1176.0,924751.0,7688.0,166.0,,,,
2022-12-17,nation,England,4263.0,20371991.0,122.0,175152.0,175.0,218569.0,2831.0,18981604.0,1432.0,1390387.0,45865,537734373,26538,218913756,19327.0,318820617.0,10.2,145110.0,542.0,43934036.0,887.0,41921363.0,1468.0,33333939.0,799.0,923575.0,7396.0,163.0,,,,
2022-12-16,nation,England,5513.0,20367728.0,114.0,175030.0,166.0,218394.0,3767.0,18978773.0,1746.0,1388955.0,60656,537688508,35780,218887218,24876.0,318801290.0,10.0,143120.0,426.0,43933494.0,499.0,41920476.0,1246.0,33332471.0,834.0,922776.0,7157.0,156.0,,,,
2022-12-15,nation,England,5545.0,20362215.0,83.0,174916.0,115.0,218228.0,3619.0,18975006.0,1926.0,1387209.0,57917,537627852,30832,218851438,27085.0,318776414.0,9.5,139396.0,437.0,43933068.0,448.0,41919977.0,1271.0,33331225.0,1064.0,921942.0,6924.0,155.0,,,,
2022-12-14,nation,England,5960.0,20356670.0,90.0,174833.0,131.0,218113.0,3900.0,18971387.0,2060.0,1385283.0,62372,537569935,35044,218820606,27328.0,318749329.0,9.4,136059.0,441.0,43932631.0,569.0,41919529.0,1289.0,33329954.0,963.0,920878.0,6720.0,150.0,,,,
2022-12-13,nation,England,6481.0,20350710.0,81.0,174743.0,120.0,217982.0,4217.0,18967487.0,2264.0,1383223.0,61288,537507563,33725,218785562,27563.0,318722001.0,9.4,132579.0,377.0,43932190.0,512.0,41918960.0,1328.0,33328665.0,1026.0,919915.0,6369.0,142.0,,,,
2022-12-12,nation,England,6349.0,20344229.0,91.0,174662.0,132.0,217862.0,4155.0,18963270.0,2194.0,1380959.0,60205,537446275,29472,218751837,30733.0,318694438.0,9.1,127348.0,365.0,43931813.0,397.0,41918448.0,1169.0,33327337.0,965.0,918889.0,6171.0,129.0,,,,
2022-12-11,nation,England,4223.0,20337880.0,84.0,174571.0,145.0,217730.0,2702.0,18959115.0,1521.0,1378765.0,38955,537386070,18694,218722365,20261.0,318663705.0,8.7,125770.0,195.0,43931448.0,406.0,41918051.0,511.0,33326168.0,872.0,917924.0,6057.0,118.0,,,,
2022-12-10,nation,England,3283.0,20333657.0,83.0,174487.0,130.0,217585.0,2178.0,18956413.0,1105.0,1377244.0,39140,537347115,22494,218703671,16646.0,318643444.0,8.6,125314.0,699.0,43931253.0,1191.0,41917645.0,1969.0,33325657.0,582.0,917052.0,5920.0,112.0,,,,
2022-12-09,nation,England,3821.0,20330374.0,89.0,174404.0,147.0,217455.0,2560.0,18954235.0,1261.0,1376139.0,50092,537307975,27664,218681177,22428.0,318626798.0,8.5,123816.0,455.0,43930554.0,599.0,41916454.0,1485.0,33323688.0,607.0,916470.0,5771.0,113.0,0.9,1.2,-1.0,3.0
2022-12-08,nation,England,4091.0,20326553.0,73.0,174315.0,115.0,217308.0,2673.0,18951675.0,1418.0,1374878.0,52204,537257883,28427,218653513,23777.0,318604370.0,8.5,122115.0,461.0,43930099.0,530.0,41915855.0,1563.0,33322203.0,697.0,915863.0,5632.0,118.0,,,,
2022-12-07,nation,England,4637.0,20322462.0,81.0,174242.0,140.0,217193.0,2944.0,18949002.0,1693.0,1373460.0,54704,537205679,29492,218625086,25212.0,318580593.0,8.2,119984.0,501.0,43929638.0,598.0,41915325.0,1543.0,33320640.0,748.0,915166.0,5501.0,119.0,,,,
2022-12-06,nation,England,4762.0,20317825.0,79.0,174161.0,135.0,217053.0,3057.0,18946058.0,1705.0,1371767.0,56753,537150975,30999,218595594,25754.0,318555381.0,8.0,116960.0,508.0,43929137.0,600.0,41914727.0,1704.0,33319097.0,779.0,914418.0,5382.0,127.0,,,,
2022-12-05,nation,England,4852.0,20313063.0,63.0,174082.0,130.0,216918.0,3018.0,18943001.0,1834.0,1370062.0,55839,537094222,25663,218564595,30176.0,318529627.0,7.8,115794.0,405.0,43928629.0,535.0,41914127.0,1443.0,33317393.0,724.0,913639.0,5285.0,129.0,,,,
2022-12-04,nation,England,3409.0,20308211.0,57.0,174019.0,107.0,216788.0,2182.0,18939983.0,1227.0,1368228.0,38154,537038383,18358,218538932,19796.0,318499451.0,7.5,116279.0,244.0,43928224.0,374.0,41913592.0,568.0,33315950.0,589.0,912915.0,5155.0,127.0,,,,
2022-12-03,nation,England,2476.0,20304802.0,65.0,173962.0,132.0,216681.0,1617.0,18937801.0,859.0,1367001.0,36724,537000229,20953,218520574,15771.0,318479655.0,7.5,115804.0,860.0,43927980.0,1481.0,41913218.0,2224.0,33315382.0,498.0,912326.0,5022.0,124.0,,,,
2022-12-02,nation,England,3269.0,20302326.0,71.0,173897.0,123.0,216549.0,2148.0,18936184.0,1121.0,1366142.0,43894,536963505,22839,218499621,21055.0,318463884.0,7.5,114619.0,584.0,43927120.0,681.0,41911737.0,1732.0,33313158.0,468.0,911828.0,5027.0,135.0,,,,
2022-12-01,nation,England,3213.0,20299057.0,69.0,173826.0,131.0,216426.0,2064.0,18934036.0,1149.0,1365021.0,48817,536919611,25698,218476782,23119.0,318442829.0,7.3,112459.0,492.0,43926536.0,538.0,41911056.0,1852.0,33311426.0,583.0,911360.0,4990.0,134.0,,,,
2022-11-30,nation,England,3606.0,20295844.0,55.0,173757.0,110.0,216295.0,2262.0,18931972.0,1344.0,1363872.0,51566,536870794,27438,218451084,24128.0,318419710.0,7.3,112080.0,623.0,43926044.0,687.0,41910518.0,2078.0,33309574.0,590.0,910777.0,4964.0,128.0,,,,
2022-11-29,nation,England,3970.0,20292238.0,55.0,173702.0,113.0,216185.0,2525.0,18929710.0,1445.0,1362528.0,52836,536819228,28061,218423646,24775.0,318395582.0,7.3,111113.0,661.0,43925421.0,703.0,41909831.0,2095.0,33307496.0,661.0,910187.0,4847.0,117.0,,,,
2022-11-28,nation,England,4235.0,20288268.0,68.0,173647.0,137.0,216072.0,2700.0,18927185.0,1535.0,1361083.0,52955,536766392,23701,218395585,29254.0,318370807.0,7.1,109652.0,547.0,43924760.0,703.0,41909128.0,1817.0,33305401.0,639.0,909526.0,4775.0,111.0,,,,
2022-11-27,nation,England,3148.0,20284033.0,61.0,173579.0,127.0,215935.0,1962.0,18924485.0,1186.0,1359548.0,36336,536713437,16735,218371884,19601.0,318341553.0,6.8,108832.0,319.0,43924213.0,618.0,41908425.0,909.0,33303584.0,557.0,908887.0,4639.0,128.0,,,,
2022-11-26,nation,England,2301.0,20280885.0,68.0,173518.0,130.0,215808.0,1484.0,18922523.0,817.0,1358362.0,34276,536677101,18753,218355149,15523.0,318321952.0,6.7,108608.0,1018.0,43923894.0,1859.0,41907807.0,3787.0,33302675.0,438.0,908330.0,4568.0,125.0,,,,
2022-11-25,nation,England,2637.0,20278584.0,47.0,173450.0,98.0,215678.0,1771.0,18921039.0,866.0,1357545.0,40024,536642825,19884,218336396,20140.0,318306429.0,6.7,108818.0,707.0,43922876.0,891.0,41905948.0,2424.0,33298888.0,443.0,907892.0,4638.0,129.0,0.8,1.0,-4.0,-1.0
2022-11-24,nation,England,3003.0,20275947.0,67.0,173403.0,131.0,215580.0,1880.0,18919268.0,1123.0,1356679.0,46289,536602801,23153,218316512,23136.0,318286289.0,6.6,109102.0,798.0,43922169.0,790.0,41905057.0,2528.0,33296464.0,522.0,907449.0,4701.0,122.0,,,,
2022-11-23,nation,England,3239.0,20272944.0,75.0,173336.0,137.0,215449.0,2093.0,18917388.0,1146.0,1355556.0,49165,536556512,26011,218293359,23154.0,318263153.0,6.7,109019.0,705.0,43921371.0,732.0,41904267.0,2552.0,33293936.0,536.0,906927.0,4600.0,117.0,,,,
2022-11-22,nation,England,3448.0,20269705.0,72.0,173261.0,135.0,215312.0,2120.0,18915295.0,1328.0,1354410.0,50069,536507347,25907,218267348,24162.0,318239999.0,6.6,108819.0,605.0,43920666.0,692.0,41903535.0,2695.0,33291384.0,547.0,906391.0,4678.0,134.0,,,,
2022-11-21,nation,England,3549.0,20266257.0,73.0,173189.0,149.0,215177.0,2181.0,18913175.0,1368.0,1353082.0,53415,536457278,24805,218241441,28610.0,318215837.0,6.4,110466.0,517.0,43920061.0,611.0,41902843.0,2231.0,33288689.0,503.0,905844.0,4709.0,103.0,,,,
2022-11-20,nation,England,2607.0,20262708.0,64.0,173116.0,134.0,215028.0,1640.0,18910994.0,967.0,1351714.0,35802,536403863,16500,218216636,19302.0,318187227.0,6.1,114672.0,366.0,43919544.0,640.0,41902232.0,1282.0,33286458.0,434.0,905341.0,4706.0,120.0,,,,
2022-11-19,nation,England,2205.0,20260101.0,64.0,173052.0,136.0,214894.0,1463.0,18909354.0,742.0,1350747.0,33197,536368061,17466,218200136,15731.0,318167925.0,6.1,115317.0,1250.0,43919178.0,2269.0,41901592.0,5104.0,33285176.0,395.0,904907.0,4696.0,123.0,,,,
2022-11-18,nation,England,2499.0,20257896.0,75.0,172988.0,137.0,214758.0,1667.0,18907891.0,832.0,1350005.0,44093,536334864,23164,218182670,20929.0,318152194.0,6.1,115099.0,763.0,43917928.0,938.0,41899323.0,2917.0,33280072.0,437.0,904512.0,4771.0,129.0,,,,
2022-11-17,nation,England,2696.0,20255397.0,75.0,172913.0,138.0,214621.0,1707.0,18906224.0,989.0,1349173.0,47091,536290771,23363,218159506,23728.0,318131265.0,6.1,114851.0,792.0,43917165.0,893.0,41898385.0,3084.0,33277155.0,516.0,904075.0,4842.0,124.0,,,,
2022-11-16,nation,England,2932.0,20252701.0,58.0,172838.0,113.0,214483.0,1910.0,18904517.0,1022.0,1348184.0,50514,536243680,26304,218136143,24210.0,318107537.0,6.1,115953.0,711.0,43916373.0,823.0,41897492.0,3209.0,33274071.0,542.0,903559.0,5010.0,122.0,,,,
2022-11-15,nation,England,3154.0,20249769.0,81.0,172780.0,150.0,214370.0,2013.0,18902607.0,1141.0,1347162.0,54631,536193166,29042,218109839,25589.0,318083327.0,6.1,116950.0,670.0,43915662.0,845.0,41896669.0,3123.0,33270862.0,494.0,903017.0,5165.0,132.0,,,,
2022-11-14,nation,England,3491.0,20246615.0,85.0,172699.0,153.0,214220.0,2205.0,18900594.0,1286.0,1346021.0,56821,536138535,25369,218080797,31452.0,318057738.0,6.2,117262.0,622.0,43914992.0,695.0,41895824.0,2782.0,33267739.0,522.0,902523.0,5284.0,130.0,,,,
2022-11-13,nation,England,2646.0,20243124.0,82.0,172614.0,143.0,214067.0,1688.0,18898389.0,958.0,1344735.0,36146,536081714,15691,218055428,20455.0,318026286.0,6.2,120069.0,393.0,43914370.0,698.0,41895129.0,1784.0,33264957.0,445.0,902001.0,5269.0,139.0,,,,
2022-11-12,nation,England,2170.0,20240478.0,78.0,172532.0,138.0,213924.0,1473.0,18896701.0,697.0,1343777.0,36572,536045568,19524,218039737,17048.0,318005831.0,6.2,120423.0,1376.0,43913977.0,2364.0,41894431.0,5960.0,33263173.0,370.0,901556.0,5258.0,139.0,,,,
2022-11-11,nation,England,2552.0,20238308.0,107.0,172454.0,170.0,213786.0,1723.0,18895228.0,829.0,1343080.0,46845,536008996,23059,218020213,23786.0,317988783.0,6.3,120342.0,782.0,43912601.0,1013.0,41892067.0,3736.0,33257213.0,435.0,901186.0,5372.0,137.0,0.7,0.9,-5.0,-3.0
2022-11-10,nation,England,2797.0,20235756.0,75.0,172347.0,134.0,213616.0,1879.0,18893505.0,918.0,1342251.0,51208,535962151,25060,217997154,26148.0,317964997.0,6.3,121016.0,754.0,43911819.0,908.0,41891054.0,3776.0,33253477.0,550.0,900751.0,5547.0,149.0,,,,
2022-11-09,nation,England,3180.0,20232959.0,95.0,172272.0,136.0,213482.0,2102.0,18891626.0,1078.0,1341333.0,54142,535910943,27360,217972094,26782.0,317938849.0,6.3,123176.0,832.0,43911065.0,886.0,41890146.0,3627.0,33249701.0,535.0,900201.0,5647.0,150.0,,,,
2022-11-08,nation,England,3372.0,20229779.0,99.0,172177.0,154.0,213346.0,2179.0,18889524.0,1193.0,1340255.0,58167,535856801,30058,217944734,28109.0,317912067.0,6.4,125240.0,726.0,43910233.0,807.0,41889260.0,3298.0,33246074.0,550.0,899666.0,5905.0,150.0,,,,
2022-11-07,nation,England,3874.0,20226407.0,117.0,172078.0,169.0,213192.0,2492.0,18887345.0,1382.0,1339062.0,60331,535798634,25943,217914676,34388.0,317883958.0,6.4,127296.0,742.0,43909507.0,742.0,41888453.0,3020.0,33242776.0,598.0,899116.0,6075.0,154.0,,,,
2022-11-06,nation,England,2911.0,20222533.0,98.0,171961.0,137.0,213023.0,1857.0,18884853.0,1054.0,1337680.0,38703,535738303,15911,217888733,22792.0,317849570.0,6.5,131514.0,535.0,43908765.0,781.0,41887711.0,1944.0,33239756.0,500.0,898518.0,6234.0,152.0,,,,
2022-11-05,nation,England,2370.0,20219622.0,109.0,171863.0,156.0,212886.0,1589.0,18882996.0,781.0,1336626.0,38614,535699600,19731,217872822,18883.0,317826778.0,6.6,131902.0,1585.0,43908230.0,2662.0,41886930.0,6693.0,33237812.0,396.0,898018.0,6358.0,151.0,,,,
2022-11-04,nation,England,2758.0,20217252.0,101.0,171754.0,150.0,212730.0,1926.0,18881407.0,832.0,1335845.0,52211,535660986,26419,217853091,25792.0,317807895.0,6.7,132422.0,876.0,43906645.0,1078.0,41884268.0,3924.0,33231119.0,410.0,897622.0,6641.0,161.0,,,,
2022-11-03,nation,England,3254.0,20214494.0,117.0,171653.0,166.0,212580.0,2196.0,18879481.0,1058.0,1335013.0,58246,535608775,28595,217826672,29651.0,317782103.0,6.9,134869.0,920.0,43905769.0,1080.0,41883190.0,4002.0,33227195.0,568.0,897212.0,6969.0,166.0,,,,
2022-11-02,nation,England,3592.0,20211240.0,105.0,171536.0,138.0,212414.0,2410.0,18877285.0,1182.0,1333955.0,58211,535550529,27893,217798077,30318.0,317752452.0,7.2,136716.0,878.0,43904849.0,994.0,41882110.0,4024.0,33223193.0,571.0,896644.0,7296.0,175.0,,,,
2022-11-01,nation,England,4084.0,20207648.0,121.0,171431.0,163.0,212276.0,2708.0,18874875.0,1376.0,1332773.0,64536,535492318,32432,217770184,32104.0,317722134.0,7.5,137475.0,852.0,43903971.0,954.0,41881116.0,3766.0,33219169.0,689.0,896073.0,7591.0,182.0,,,,
2022-10-31,nation,England,4626.0,20203564.0,116.0,171310.0,151.0,212113.0,3100.0,18872167.0,1526.0,1331397.0,64421,535427782,25266,217737752,39155.0,317690030.0,7.7,138710.0,681.0,43903119.0,763.0,41880162.0,3289.0,33215403.0,630.0,895384.0,8019.0,181.0,,,,
2022-10-30,nation,England,3821.0,20198938.0,136.0,171194.0,181.0,211962.0,2563.0,18869067.0,1258.0,1329871.0,44405,535363361,17322,217712486,27083.0,317650875.0,7.8,144969.0,546.0,43902438.0,1059.0,41879399.0,2018.0,33212114.0,640.0,894754.0,8235.0,205.0,,,,
2022-10-29,nation,England,3221.0,20195117.0,131.0,171058.0,176.0,211781.0,2261.0,18866504.0,960.0,1328613.0,45742,535318956,22440,217695164,23302.0,317623792.0,7.9,146780.0,1582.0,43901892.0,2641.0,41878340.0,6482.0,33210096.0,518.0,894114.0,8324.0,214.0,,,,
2022-10-28,nation,England,3912.0,20191896.0,127.0,170927.0,172.0,211605.0,2830.0,18864243.0,1082.0,1327653.0,57509,535273214,27677,217672724,29832.0,317600490.0,8.0,148729.0,1266.0,43900310.0,1869.0,41875699.0,4559.0,33203614.0,558.0,893596.0,8663.0,217.0,0.8,1.1,-3.0,1.0
2022-10-27,nation,England,4374.0,20187984.0,128.0,170800.0,166.0,211433.0,3132.0,18861413.0,1242.0,1326571.0,63261,535215705,30074,217645047,33187.0,317570658.0,8.3,153406.0,1229.0,43899044.0,1937.0,41873830.0,4906.0,33199055.0,773.0,893038.0,8860.0,220.0,,,,
2022-10-26,nation,England,4913.0,20183610.0,137.0,170672.0,165.0,211267.0,3453.0,18858281.0,1460.0,1325329.0,68683,535152444,32725,217614973,35958.0,317537471.0,8.3,156552.0,1358.0,43897815.0,1785.0,41871893.0,4800.0,33194149.0,857.0,892265.0,9131.0,222.0,,,,
